Date/Time,PV.Minute.PU,BAT.Minute.PU,baseline heating setpoint (C),baseline cooling setpoint (C),base LED intensity (-)
 06/29  19:18:00,0.0055735633313923,0.004354252720576521,18,20,0.0
 06/29  19:19:00,0.0049570833301823,0.00367612396300467,18,20,0.0
 06/29  19:20:00,0.0042773967164021,0.003242346464195729,18,20,0.0
 06/29  19:21:00,0.0037747460921252,0.00281774443595775,18,20,0.0
 06/29  19:22:00,0.0033574599381394,0.0024860927302564795,18,20,0.0
 06/29  19:23:00,0.0030286842164966,0.0022192622113995602,18,20,0.0
 06/29  19:24:00,0.0027473399227121,0.0020033244348990308,18,20,0.0
 06/29  19:25:00,0.0025639741970612,0.0017403076387891006,18,20,0.0
 06/29  19:26:00,0.0022920980390674,0.0015806614082717195,18,20,0.0
 06/29  19:27:00,0.0020233829679429,0.0014361899072092496,18,20,0.0
 06/29  19:28:00,0.0018178896342062,0.00126611587122734,18,20,0.0
 06/29  19:29:00,0.0015649799974287,0.00117981517472948,18,20,0.0
 06/29  19:30:00,0.0013468347538057,0.00110490422209284,18,20,0.0
 06/29  19:31:00,0.0011413262952515,0.0010470707009596705,18,20,0.0
 06/29  19:32:00,0.0009136902286116,0.0010303297966467897,18,20,0.0
 06/29  19:33:00,0.0007556147103975,0.00096109836425098,18,20,0.0
 06/29  19:34:00,0.0005311450243131,0.0009639485604954798,18,20,0.0
 06/29  19:35:00,0.0003762252992823,0.0009000933957483899,18,20,0.0
 06/29  19:36:00,0.000173887002488,0.00089061058888475,18,20,0.0
 06/29  19:37:00,0.0,0.0008621592945784601,18,20,0.0
 06/29  19:38:00,-0.000113817277079,0.00078280588052894,18,20,0.0
 06/29  19:39:00,-0.0002750614445713,0.0007600459038212401,18,20,0.0
 06/29  19:40:00,-0.0003793999984875,0.00069176098250812,18,20,0.0
 06/29  19:41:00,-0.0005469731458864,0.00069050418579323,18,20,0.0
 06/29  19:42:00,-0.0007524891668494,0.00072940226721013,18,20,0.0
 06/29  19:43:00,-0.0007935991772099,0.0006155908888098901,18,20,0.0
 06/29  19:44:00,-0.000872649036171,0.00055426134172258,18,20,0.0
 06/29  19:45:00,-0.0010592060983264,0.00059727526411711,18,20,0.0
 06/29  19:46:00,-0.001138271082105,0.00054512443943641,18,20,0.0
 06/29  19:47:00,-0.001138271082105,0.00043129733122590995,18,20,0.0
 06/29  19:48:00,-0.0011540840788607,0.00034308364780344,18,20,0.0
 06/29  19:49:00,-0.0012963859248447,0.0003832530457601,18,20,0.0
 06/29  19:50:00,-0.0014450099445675,0.00042531607087490015,18,20,0.0
 06/29  19:51:00,-0.0014481710314369,0.00033835736918925,18,20,0.0
 06/29  19:52:00,-0.0013375178661907,0.00016920133400892003,18,20,0.0
 06/29  19:53:00,-0.0013723125089803,0.0001461246436214802,18,20,0.0
 06/29  19:54:00,-0.0013280497304001,5.632179561837003e-05,18,20,0.0
 06/29  19:55:00,-0.001508277056408,0.00019164202581810992,18,20,0.0
 06/29  19:56:00,-0.0015209365287031,0.00016603495345340002,18,20,0.0
 06/29  19:57:00,-0.0014071071517699,2.532196955370991e-05,18,20,0.0
 06/29  19:58:00,-0.0012774723404898,-0.00011665166788930002,18,20,0.0
 06/29  19:59:00,-0.0013280724176264,-6.922024003087001e-05,18,20,0.0
 06/29  20:00:00,-0.001324911330757,-6.0371465519219996e-05,18,20,0.0
 06/29  20:01:00,-0.0013280799800352,-4.519371110085009e-05,18,20,0.0
 06/29  20:02:00,-0.0013280799800352,-4.4249922485300065e-05,18,20,0.0
 06/29  20:03:00,-0.001328087542444,-3.981986342286984e-05,18,20,0.0
 06/29  20:04:00,-0.0013375783654609,-3.128190391205022e-05,18,20,0.0
 06/29  20:05:00,-0.0013375783654609,-1.4212034817340192e-05,18,20,0.0
 06/29  20:06:00,-0.0013628821852336,2.6897219302310154e-05,18,20,0.0
 06/29  20:07:00,-0.0013281026672615,1.814978105004264e-08,18,20,0.0
 06/29  20:08:00,-0.0013312637541309,-2.199904713659929e-06,18,20,0.0
 06/29  20:09:00,-0.0013692119213811,3.1634312161070216e-05,18,20,0.0
 06/29  20:10:00,-0.0014324563459953,8.412423525144016e-05,18,20,0.0
 06/29  20:11:00,-0.0014229730853871,6.515166410805029e-05,18,20,0.0
 06/29  20:12:00,-0.0014166357868308,4.995878487218993e-05,18,20,0.0
 06/29  20:13:00,-0.001366043272103,-4.42930282150986e-06,18,20,0.0
 06/29  20:14:00,-0.001350237837756,-2.1500684398020062e-05,18,20,0.0
 06/29  20:15:00,-0.0013281026672615,-4.268828507258005e-05,18,20,0.0
 06/29  20:16:00,-0.0013281026672615,-3.9210333275369784e-05,18,20,0.0
 06/29  20:17:00,-0.0013280951048527,-3.921713944329006e-05,18,20,0.0
 06/29  20:18:00,-0.0013280951048527,-3.890027451547017e-05,18,20,0.0
 06/29  20:19:00,-0.0013280951048527,-3.478859286263009e-05,18,20,0.0
 06/29  20:20:00,-0.0013281026672615,-2.4345662580449977e-05,18,20,0.0
 06/29  20:21:00,-0.0012458841590223,-8.885527818317017e-05,18,20,0.0
 06/29  20:22:00,-0.0012269176378059,-8.884998449708e-05,18,20,0.0
 06/29  20:23:00,-0.0013281026672615,1.6129105442670147e-05,18,20,0.0
 06/29  20:24:00,-0.0013281102296703,1.834942866004016e-05,18,20,0.0
 06/29  20:25:00,-0.0013281102296703,1.834867241916013e-05,18,20,0.0
 06/29  20:26:00,-0.0013281102296703,1.8347916178280098e-05,18,20,0.0
 06/29  20:27:00,-0.0013281102296703,1.8346403696520254e-05,18,20,0.0
 06/29  20:28:00,-0.0013344324034091,2.403484757967987e-05,18,20,0.0
 06/29  20:29:00,-0.0014324639084041,0.00011162947221953997,18,20,0.0
 06/29  20:30:00,-0.0015178435035127,0.00017803498370301996,18,20,0.0
 06/29  20:31:00,-0.0015178435035127,0.00015083904925397985,18,20,0.0
 06/29  20:32:00,-0.0015178435035127,0.00012174646268329993,18,20,0.0
 06/29  20:33:00,-0.0015178435035127,0.00010277237905817992,18,20,0.0
 06/29  20:34:00,-0.0014704120756543,4.111076660138005e-05,18,20,0.0
 06/29  20:35:00,-0.0015178435035127,6.956886707553994e-05,18,20,0.0
 06/29  20:36:00,-0.0015210197151996,5.3454130209510146e-05,18,20,0.0
 06/29  20:37:00,-0.0017012772908426,0.00019639499973527993,18,20,0.0
 06/29  20:38:00,-0.0016886480681826,0.00014834421059793006,18,20,0.0
 06/29  20:39:00,-0.0016823485816702,0.00011705625675892005,18,20,0.0
 06/29  20:40:00,-0.0016981767032435,0.00011485105835914002,18,20,0.0
 06/29  20:41:00,-0.0016665658345496,6.836795656154997e-05,18,20,0.0
 06/29  20:42:00,-0.001521110464105,-7.741410994227993e-05,18,20,0.0
 06/29  20:43:00,-0.0015179645020531,-8.057217184822022e-05,18,20,0.0
 06/29  20:44:00,-0.0015179796268707,-8.531380215226004e-05,18,20,0.0
 06/29  20:45:00,-0.0015179871892795,-8.532060832013976e-05,18,20,0.0
 06/29  20:46:00,-0.001518002314097,-8.500374339238015e-05,18,20,0.0
 06/29  20:47:00,-0.0015180098765058,-6.666943954989984e-05,18,20,0.0
 06/29  20:48:00,-0.0015180174389146,-4.959881421430002e-05,18,20,0.0
 06/29  20:49:00,-0.0015085341783064,-4.170063448611988e-05,18,20,0.0
 06/29  20:50:00,-0.0015180325637322,-1.4187835109190057e-05,18,20,0.0
 06/29  20:51:00,-0.0015180401261409,6.72298140380178e-07,18,20,0.0
 06/29  20:52:00,-0.0015180476885497,9.861381047100888e-07,18,20,0.0
 06/29  20:53:00,-0.0015180552509585,9.84625622969977e-07,18,20,0.0
 06/29  20:54:00,-0.0015180552509585,9.770632141900548e-07,18,20,0.0
 06/29  20:55:00,-0.0015180628133673,9.77063214210221e-07,18,20,0.0
 06/29  20:56:00,-0.001518070375776,9.778194550100205e-07,18,20,0.0
 06/29  20:57:00,-0.0015275687612018,9.520316411210008e-06,18,20,0.0
 06/29  20:58:00,-0.0015686855777302,4.557031905804993e-05,18,20,0.0
 06/29  20:59:00,-0.0015465504072357,1.9633525670620117e-05,18,20,0.0
 06/29  21:00:00,-0.0015750153138777,4.2400157298069915e-05,18,20,0.0
 06/29  21:01:00,-0.0015180855005936,-1.4534193431300132e-05,18,20,0.0
 06/29  21:02:00,-0.0015212541498718,-1.1686190285310196e-05,18,20,0.0
 06/29  21:03:00,-0.0015244152367412,-9.161101994179747e-06,18,20,0.0
 06/29  21:04:00,-0.0016161396928149,7.275490989388004e-05,18,20,0.0
 06/29  21:05:00,-0.0016382824257182,8.287568156209002e-05,18,20,0.0
 06/29  21:06:00,-0.0016446121618657,7.655123910062017e-05,18,20,0.0
 06/29  21:07:00,-0.001666754894769,8.477535864720009e-05,18,20,0.0
 06/29  21:08:00,-0.0016699159816384,7.781340512578007e-05,18,20,0.0
 06/29  21:09:00,-0.0016604327210303,5.694191313822001e-05,18,20,0.0
 06/29  21:10:00,-0.0017047181868368,8.825709164880986e-05,18,20,0.0
 06/29  21:11:00,-0.0016825981411599,4.968578191527997e-05,18,20,0.0
 06/29  21:12:00,-0.0017047408740632,5.3479842399440074e-05,18,20,0.0
 06/29  21:13:00,-0.0017078943985238,3.828545068177997e-05,18,20,0.0
 06/29  21:14:00,-0.0017078943985238,2.9109980110890053e-05,18,20,0.0
 06/29  21:15:00,-0.0017078943985238,2.2148782830329903e-05,18,20,0.0
 06/29  21:16:00,-0.0017079095233413,1.5834171500269875e-05,18,20,0.0
 06/29  21:17:00,-0.0017079170857501,1.1725514810959894e-05,18,20,0.0
 06/29  21:18:00,-0.0016762986546474,-2.0531183592639854e-05,18,20,0.0
 06/29  21:19:00,-0.0016351894005278,-5.911610566198991e-05,18,20,0.0
 06/29  21:20:00,-0.0015181686870902,-0.0001574818691249299,18,20,0.0
 06/29  21:21:00,-0.0015086778640732,-0.00014958066443326,18,20,0.0
 06/29  21:22:00,-0.0014644075230842,-0.0001698176703243601,18,20,0.0
 06/29  21:23:00,-0.0014486020887373,-0.00015969387369260983,18,20,0.0
 06/29  21:24:00,-0.0013315813752996,-0.0002390832848078899,18,20,0.0
 06/29  21:25:00,-0.001328427850839,-0.00020429015450001,18,20,0.0
 06/29  21:26:00,-0.0014359653036685,-6.955827970322992e-05,18,20,0.0
 06/29  21:27:00,-0.0015150605370822,2.8822608577259946e-05,18,20,0.0
 06/29  21:28:00,-0.0015182367487692,4.780501085207981e-05,18,20,0.0
 06/29  21:29:00,-0.0015119145750304,5.381031966302007e-05,18,20,0.0
 06/29  21:30:00,-0.0014486625880075,-2.4910574516101743e-06,18,20,0.0
 06/29  21:31:00,-0.0013727586910982,-6.480303706341006e-05,18,20,0.0
 06/29  21:32:00,-0.0013379716107174,-8.69465262075301e-05,18,20,0.0
 06/29  21:33:00,-0.0013316418745698,-8.158024093838008e-05,18,20,0.0
 06/29  21:34:00,-0.0013221510515529,-9.012803158060996e-05,18,20,0.0
 06/29  21:35:00,-0.0011734892197862,-0.00022329600024202992,18,20,0.0
 06/29  21:36:00,-0.0011387021394054,-0.00022835676419651996,18,20,0.0
 06/29  21:37:00,-0.0011387097018142,-0.00019071411826091997,18,20,0.0
 06/29  21:38:00,-0.0011703432577344,-0.00012429121323724005,18,20,0.0
 06/29  21:39:00,-0.0012842180091202,1.2353194739580034e-05,18,20,0.0
 06/29  21:40:00,-0.0013285034749268,6.865457185424996e-05,18,20,0.0
 06/29  21:41:00,-0.0013632905553076,0.00010438846581411012,18,20,0.0
 06/29  21:42:00,-0.0015182745608131,0.00024134217631004,18,20,0.0
 06/29  21:43:00,-0.0015182821232218,0.0002226857138535401,18,20,0.0
 06/29  21:44:00,-0.0015182896856306,0.00020307941285457008,18,20,0.0
 06/29  21:45:00,-0.0015625751514372,0.00020845628549607002,18,20,0.0
 06/29  21:46:00,-0.001629003350147,0.00022585436313170997,18,20,0.0
 06/29  21:47:00,-0.0016827872013793,0.00022523046440750018,18,20,0.0
 06/29  21:48:00,-0.0016353482111122,0.00013129097880261995,18,20,0.0
 06/29  21:49:00,-0.0015752497485499,4.20893422973499e-05,18,20,0.0
 06/29  21:50:00,-0.0015214810221351,-3.097713883828002e-05,18,20,0.0
 06/29  21:51:00,-0.0015183199352657,-4.9641163703490225e-05,18,20,0.0
 06/29  21:52:00,-0.001518312372857,-4.9652507316580094e-05,18,20,0.0
 06/29  21:53:00,-0.001518312372857,-4.96555322801e-05,18,20,0.0
 06/29  21:54:00,-0.001518312372857,-4.9657801002739874e-05,18,20,0.0
 06/29  21:55:00,-0.0014803490807892,-7.939848600574005e-05,18,20,0.0
 06/29  21:56:00,-0.0014360636149826,-0.0001043899782959001,18,20,0.0
 06/29  21:57:00,-0.0013664743294034,-0.00014234797667751005,18,20,0.0
 06/29  21:58:00,-0.0013348483358919,-0.00014392398266697992,18,20,0.0
 06/29  21:59:00,-0.0013285185997443,-0.00012558060393402012,18,20,0.0
 06/29  22:00:00,-0.0013316948114313,-0.00010342577117663978,18,20,0.0
 06/29  22:01:00,-0.0013348634607095,-8.191147444281993e-05,18,20,0.0
 06/29  22:02:00,-0.0013285337245619,-6.926334576090988e-05,18,20,0.0
 06/29  22:03:00,-0.0013285412869707,-5.027867476348007e-05,18,20,0.0
 06/29  22:04:00,-0.0013285488493795,-3.129476000693007e-05,18,20,0.0
 06/29  22:05:00,-0.0013190655887713,-2.4649671413339925e-05,18,20,0.0
 06/29  22:06:00,-0.0012652968623565,-6.134172256553011e-05,18,20,0.0
 06/29  22:07:00,-0.0011925464899079,-0.00011669931106458018,18,20,0.0
 06/29  22:08:00,-0.0011514296733795,-0.00013947426134174002,18,20,0.0
 06/29  22:09:00,-0.0011482685865101,-0.00012461034688771998,18,20,0.0
 06/29  22:10:00,-0.0011482837113277,-0.0001062541120597602,18,20,0.0
 06/29  22:11:00,-0.0011419615375889,-9.328609348649994e-05,18,20,0.0
 06/29  22:12:00,-0.0011514599230146,-6.608032790607018e-05,18,20,0.0
 06/29  22:13:00,-0.0011799399544742,-2.2740163196819816e-05,18,20,0.0
 06/29  22:14:00,-0.0011831086037524,-5.027489355909857e-06,18,20,0.0
 06/29  22:15:00,-0.0012305627188372,5.127691272230014e-05,18,20,0.0
 06/29  22:16:00,-0.0012274091943765,5.191215505960002e-05,18,20,0.0
 06/29  22:17:00,-0.0013191563376766,0.00013099831358283007,18,20,0.0
 06/29  22:18:00,-0.0013286547231024,0.00012277419403634014,18,20,0.0
 06/29  22:19:00,-0.0013286622855111,0.00010474238654494005,18,20,0.0
 06/29  22:20:00,-0.0013286698479199,8.671133529452018e-05,18,20,0.0
 06/29  22:21:00,-0.0013286698479199,6.804050426142006e-05,18,20,0.0
 06/29  22:22:00,-0.0013286774103287,5.032631793880989e-05,18,20,0.0
 06/29  22:23:00,-0.0013286849727375,3.545937852127991e-05,18,20,0.0
 06/29  22:24:00,-0.0013887985601173,7.500397026459016e-05,18,20,0.0
 06/29  22:25:00,-0.0014963662625819,0.00015599131835472005,18,20,0.0
 06/29  22:26:00,-0.0015153554710246,0.00014618589913261,18,20,0.0
 06/29  22:27:00,-0.0015185241203027,0.00012941777014809975,18,20,0.0
 06/29  22:28:00,-0.0015185241203027,0.00011043083042806996,18,20,0.0
 06/29  22:29:00,-0.0016292529096367,0.0001911005573495099,18,20,0.0
 06/29  22:30:00,-0.0017083481430505,0.00023222796125024997,18,20,0.0
 06/29  22:31:00,-0.0015976269161253,9.461102750450982e-05,18,20,0.0
 06/29  22:32:00,-0.0015185392451203,-3.46282697964999e-06,18,20,0.0
 06/29  22:33:00,-0.0015185392451203,-2.244825421792991e-05,18,20,0.0
 06/29  22:34:00,-0.0015786528325002,1.867990592368e-05,18,20,0.0
 06/29  22:35:00,-0.0015565176620057,-9.470404513200201e-06,18,20,0.0
 06/29  22:36:00,-0.001521723019216,-4.490180212203998e-05,18,20,0.0
 06/29  22:37:00,-0.0016577631907315,7.721446235058028e-05,18,20,0.0
 06/29  22:38:00,-0.0017083783926856,0.00010884423706638961,18,20,0.0
 06/29  22:39:00,-0.0017083783926856,0.00010093168876149972,18,20,0.0
 06/29  22:40:00,-0.0017083783926856,0.00010092866379799001,18,20,0.0
 06/29  22:41:00,-0.0017083783926856,8.985351614195988e-05,18,20,0.0
 06/29  22:42:00,-0.0017083708302768,7.086279521751021e-05,18,20,0.0
 06/29  22:43:00,-0.0017083708302768,5.187963670186019e-05,18,20,0.0
 06/29  22:44:00,-0.001708363267868,3.8901030756279724e-05,18,20,0.0
 06/29  22:45:00,-0.001708363267868,2.3716470170049827e-05,18,20,0.0
 06/29  22:46:00,-0.001708363267868,5.0524453048498164e-06,18,20,0.0
 06/29  22:47:00,-0.001708363267868,-7.562408799871578e-09,18,20,0.0
 06/29  22:48:00,-0.001708363267868,-6.049927040244207e-09,18,20,0.0
 06/29  22:49:00,-0.001708363267868,-4.5374452801831555e-09,18,20,0.0
 06/29  22:50:00,-0.001708363267868,-3.0249635199052632e-09,18,20,0.0
 06/29  22:51:00,-0.0017020335317205,-5.6982750145098075e-06,18,20,0.0
 06/29  22:52:00,-0.001708363267868,6.322173738697486e-07,18,20,0.0
 06/29  22:53:00,-0.0017083708302768,6.397797826702706e-07,18,20,0.0
 06/29  22:54:00,-0.0017083708302768,6.390235417902401e-07,18,20,0.0
 06/29  22:55:00,-0.0017083783926856,6.450734688298338e-07,18,20,0.0
 06/29  22:56:00,-0.0017083783926856,6.435609870702064e-07,18,20,0.0
 06/29  22:57:00,-0.0017052173058162,-2.20292967714991e-06,18,20,0.0
 06/29  22:58:00,-0.0016261296348112,-7.306723737647005e-05,18,20,0.0
 06/29  22:59:00,-0.0015881663427434,-9.901083693181017e-05,18,20,0.0
 06/29  23:00:00,-0.0015881587803347,-8.699795058717983e-05,18,20,0.0
 06/29  23:01:00,-0.0015280527553636,-0.00012970589792258994,18,20,0.0
 06/29  23:02:00,-0.0015185619323466,-0.00012021658738745012,18,20,0.0
 06/29  23:03:00,-0.0015185619323466,-0.00010123569759443022,18,20,0.0
 06/29  23:04:00,-0.0015185619323466,-8.225480780140989e-05,18,20,0.0
 06/29  23:05:00,-0.0015185543699379,-6.327996793534002e-05,18,20,0.0
 06/29  23:06:00,-0.0015185543699379,-4.429756566057003e-05,18,20,0.0
 06/29  23:07:00,-0.0015185468075291,-2.5638078240659964e-05,18,20,0.0
 06/29  23:08:00,-0.0015090559845121,-2.342153622775017e-05,18,20,0.0
 06/29  23:09:00,-0.0014900667760695,-3.260078800296001e-05,18,20,0.0
 06/29  23:10:00,-0.0014679164807574,-4.272685335732999e-05,18,20,0.0
 06/29  23:11:00,-0.0014426050985759,-5.94934698600598e-05,18,20,0.0
 06/29  23:12:00,-0.0014141326295251,-7.752300862871007e-05,18,20,0.0
 06/29  23:13:00,-0.0014489272723147,-3.576489983591995e-05,18,20,0.0
 06/29  23:14:00,-0.0014267769770027,-4.873669961353005e-05,18,20,0.0
 06/29  23:15:00,-0.0014425975361672,-2.532045707196004e-05,18,20,0.0
 06/29  23:16:00,-0.0015153554710246,4.775736767676994e-05,18,20,0.0
 06/29  23:17:00,-0.0014805532658262,1.6754516648659953e-05,18,20,0.0
 06/29  23:18:00,-0.0014615716197923,2.5213070867400548e-06,18,20,0.0
 06/29  23:19:00,-0.0015185241203027,5.662807317381984e-05,18,20,0.0
 06/29  23:20:00,-0.0015185241203027,5.1567309219289906e-05,18,20,0.0
 06/29  23:21:00,-0.0015185241203027,4.397540704660988e-05,18,20,0.0
 06/29  23:22:00,-0.0015185316827115,3.354306413677014e-05,18,20,0.0
 06/29  23:23:00,-0.0015216927695809,2.942760127954986e-05,18,20,0.0
 06/29  23:24:00,-0.0015217003319897,1.9942828189650113e-05,18,20,0.0
 06/29  23:25:00,-0.0015185316827115,9.180764257019991e-06,18,20,0.0
 06/29  23:26:00,-0.0015596636240575,4.588189029973021e-05,18,20,0.0
 06/29  23:27:00,-0.0016260993851761,9.776303948333983e-05,18,20,0.0
 06/29  23:28:00,-0.0016988573200335,0.00014679240431661987,18,20,0.0
 06/29  23:29:00,-0.0016893664970166,0.00012021734362832994,18,20,0.0
 06/29  23:30:00,-0.0016956962331641,0.00010882986848968984,18,20,0.0
 06/29  23:31:00,-0.0017051794937723,9.964759175092996e-05,18,20,0.0
 06/29  23:32:00,-0.0017083330182329,8.382098265939013e-05,18,20,0.0
 06/29  23:33:00,-0.0017083330182329,6.515695779419012e-05,18,20,0.0
 06/29  23:34:00,-0.0017051719313635,4.364871098740987e-05,18,20,0.0
 06/29  23:35:00,-0.0017051794937723,2.4991492290129917e-05,18,20,0.0
 06/29  23:36:00,-0.0016956962331641,1.904970771269849e-06,18,20,0.0
 06/29  23:37:00,-0.0016166085621592,-7.623361793193998e-05,18,20,0.0
 06/29  23:38:00,-0.0015818139193695,-9.932392065523988e-05,18,20,0.0
 06/29  23:39:00,-0.0015280300681373,-0.00013697412899951029,18,20,0.0
 06/29  23:40:00,-0.0015185468075291,-0.00012874244704421008,18,20,0.0
 06/29  23:41:00,-0.0015185468075291,-0.0001100791784198901,18,20,0.0
 06/29  23:42:00,-0.0015185468075291,-9.110055734951007e-05,18,20,0.0
 06/29  23:43:00,-0.0015185392451203,-7.212874244704988e-05,18,20,0.0
 06/29  23:44:00,-0.0015185468075291,-5.3458667654809845e-05,18,20,0.0
 06/29  23:45:00,-0.0015185468075291,-3.4795399030489865e-05,18,20,0.0
 06/29  23:46:00,-0.0015185543699379,-1.7073650299070063e-05,18,20,0.0
 06/29  23:47:00,-0.0015185468075291,-7.275037244860137e-06,18,20,0.0
 06/29  23:48:00,-0.0015185543699379,-9.415198928999606e-07,18,20,0.0
 06/29  23:49:00,-0.0015185619323466,1.2856094869879639e-08,18,20,0.0
 06/29  23:50:00,-0.0015185619323466,1.1343613119793247e-08,18,20,0.0
 06/29  23:51:00,-0.0015185543699379,3.0249635400714237e-09,18,20,0.0
 06/29  23:52:00,-0.0015185619323466,9.07489049011001e-09,18,20,0.0
 06/29  23:53:00,-0.0015185619323466,6.8061678599930925e-09,18,20,0.0
 06/29  23:54:00,-0.0015248841060854,5.695250051030018e-06,18,20,0.0
 06/29  23:55:00,-0.0015628398357444,3.922167688849977e-05,18,20,0.0
 06/29  23:56:00,-0.0015185543699379,-5.063788917999967e-06,18,20,0.0
 06/29  23:57:00,-0.0015185543699379,-5.064545158879998e-06,18,20,0.0
 06/29  23:58:00,-0.0015470268389887,2.0560676986840047e-05,18,20,0.0
 06/29  23:59:00,-0.0015881512179259,5.472612736611001e-05,18,20,0.0
 06/29  24:00:00,-0.0015185543699379,-1.4869964381019956e-05,18,20,0.0
